Name,Rating,Rating Count,Detailed Ratings,Price Category,Address,Lat,Lon,ZipCode
Al-Basha Quick Serve,4.3,3694,"{'Rating 5 ': 2523.0, 'Rating 4 ': 557.0, 'Rating 3 ': 239.0, 'Rating 2 ': 98.0, 'Rating 1 ': 277.0}",2,"1076 Main St, Paterson, NJ 07503",40.891636,-74.1567748,07503
Take Away & Cafe,4.6,140,"{'Rating 5 ': 106.0, 'Rating 4 ': 19.0, 'Rating 3 ': 5.0, 'Rating 2 ': 6.0, 'Rating 1 ': 4.0}",1,"7006 3rd Ave, Brooklyn, NY 11209",40.6347725,-74.0266518,11209
Chito Gvrito,4.7,469,"{'Rating 5 ': 381.0, 'Rating 4 ': 57.0, 'Rating 3 ': 14.0, 'Rating 2 ': 6.0, 'Rating 1 ': 11.0}",2,"173 3rd Ave, New York, NY 10003",40.7347628,-73.9858605,10003
Bamboo Walk Caribbean Restaurant,4.3,1257,"{'Rating 5 ': 869.0, 'Rating 4 ': 166.0, 'Rating 3 ': 66.0, 'Rating 2 ': 58.0, 'Rating 1 ': 98.0}",2,"1343 Utica Ave, Brooklyn, NY 11203",40.6396868,-73.928901,11203
Max Restaurant,4.3,267,"{'Rating 5 ': 171.0, 'Rating 4 ': 49.0, 'Rating 3 ': 23.0, 'Rating 2 ': 11.0, 'Rating 1 ': 13.0}",2,"134 W Broadway, New York, NY 10013",40.7169147,-74.008421,10013
Don Lalo,4.1,134,"{'Rating 5 ': 82.0, 'Rating 4 ': 23.0, 'Rating 3 ': 8.0, 'Rating 2 ': 7.0, 'Rating 1 ': 14.0}",,"879 Main Ave, Passaic, NJ 07055",40.8671083,-74.132277,07055
El Patron,4.6,187,"{'Rating 5 ': 149.0, 'Rating 4 ': 20.0, 'Rating 3 ': 6.0, 'Rating 2 ': 4.0, 'Rating 1 ': 8.0}",1,"1710 John F. Kennedy Blvd, Jersey City, NJ 07305",40.6992524,-74.0951743,07305
Hop Kee Restaurant,4.2,1200,"{'Rating 5 ': 703.0, 'Rating 4 ': 244.0, 'Rating 3 ': 109.0, 'Rating 2 ': 43.0, 'Rating 1 ': 101.0}",2,"21 Mott St, New York, NY 10013",40.7144074,-73.9990328,10013
The Cuban,4.3,1410,"{'Rating 5 ': 893.0, 'Rating 4 ': 292.0, 'Rating 3 ': 99.0, 'Rating 2 ': 39.0, 'Rating 1 ': 87.0}",2,"333 Washington St, Hoboken, NJ 07030",40.7410173,-74.0295455,07030
Crown Shy,4.5,1183,"{'Rating 5 ': 882.0, 'Rating 4 ': 171.0, 'Rating 3 ': 59.0, 'Rating 2 ': 29.0, 'Rating 1 ': 42.0}",3,"70 Pine Street Ground Floor, New York, NY 10005",40.7065047,-74.0077715,10005
Nuevo Three Way Restaurant,4,774,"{'Rating 5 ': 399.0, 'Rating 4 ': 181.0, 'Rating 3 ': 76.0, 'Rating 2 ': 32.0, 'Rating 1 ': 86.0}",1,"384 E 188th St, Bronx, NY 10458",40.8598975,-73.8935665,10458
Golden Krust Caribbean Restaurant,2.8,82,"{'Rating 5 ': 16.0, 'Rating 4 ': 21.0, 'Rating 3 ': 8.0, 'Rating 2 ': 6.0, 'Rating 1 ': 31.0}",1,"1430 Rockaway Pkwy, Brooklyn, NY 11236",40.645195,-73.902561,11236
Jingdu Chinese Restaurant,3.9,104,"{'Rating 5 ': 63.0, 'Rating 4 ': 14.0, 'Rating 3 ': 3.0, 'Rating 2 ': 4.0, 'Rating 1 ': 20.0}",1,"850 Kearny Ave STE B, Kearny, NJ 07032",40.7808613,-74.1389061,07032
Fort Hamilton Diner,4.1,293,"{'Rating 5 ': 144.0, 'Rating 4 ': 79.0, 'Rating 3 ': 35.0, 'Rating 2 ': 12.0, 'Rating 1 ': 23.0}",1,"9502 4th Ave, Brooklyn, NY 11209",40.6160373,-74.0314793,11209
"BUNSIKNARA | Korean restaurant Palisades Park, NJ",4.1,582,"{'Rating 5 ': 315.0, 'Rating 4 ': 142.0, 'Rating 3 ': 60.0, 'Rating 2 ': 16.0, 'Rating 1 ': 49.0}",1,"254 Broad Ave, Palisades Park, NJ 07650",40.847261,-73.9980509,07650
TAZON LATINO DELI RESTAURANT,4.1,44,"{'Rating 5 ': 27.0, 'Rating 4 ': 6.0, 'Rating 3 ': 4.0, 'Rating 2 ': 1.0, 'Rating 1 ': 6.0}",,"144 Hudson St, Hackensack, NJ 07601",40.8743152,-74.0423729,07601
El Ranchito Poblano Restaurant,3.3,225,"{'Rating 5 ': 82.0, 'Rating 4 ': 39.0, 'Rating 3 ': 31.0, 'Rating 2 ': 17.0, 'Rating 1 ': 56.0}",2,"1306 Flatbush Ave, Brooklyn, NY 11210",40.6382316,-73.9536798,11210
Los Amigos Restaurant,4.4,198,"{'Rating 5 ': 146.0, 'Rating 4 ': 23.0, 'Rating 3 ': 10.0, 'Rating 2 ': 4.0, 'Rating 1 ': 15.0}",1,"674 E 180th St, Bronx, NY 10457",40.8482132,-73.8892747,10457
Green Garden Chinese Restaurant,3.6,94,"{'Rating 5 ': 43.0, 'Rating 4 ': 17.0, 'Rating 3 ': 7.0, 'Rating 2 ': 7.0, 'Rating 1 ': 20.0}",2,"752 Forest Ave, Staten Island, NY 10310",40.6289037,-74.1142464,10310
FIesta TexMex Restaurant,3.9,49,"{'Rating 5 ': 30.0, 'Rating 4 ': 3.0, 'Rating 3 ': 6.0, 'Rating 2 ': 0.0, 'Rating 1 ': 10.0}",2,"2931 Fulton St, Brooklyn, NY 11207",40.6794214,-73.8867131,11207
The Avenue Restaurant & Bar,4.3,331,"{'Rating 5 ': 209.0, 'Rating 4 ': 70.0, 'Rating 3 ': 28.0, 'Rating 2 ': 4.0, 'Rating 1 ': 20.0}",1,"71-22 Myrtle Ave, Queens, NY 11385",40.7019674,-73.8792549,11385
Cowgirl SeaHorse,4.3,1251,"{'Rating 5 ': 712.0, 'Rating 4 ': 328.0, 'Rating 3 ': 118.0, 'Rating 2 ': 38.0, 'Rating 1 ': 55.0}",2,"259 Front St, New York, NY 10038",40.7082332,-74.0005406,10038
Chama Mama Chelsea,4.6,1810,"{'Rating 5 ': 1397.0, 'Rating 4 ': 240.0, 'Rating 3 ': 83.0, 'Rating 2 ': 39.0, 'Rating 1 ': 51.0}",2,"149 W 14th St, New York, NY 10011",40.7384413,-73.9988997,10011
Punto Fijo II Restaurant,4.3,213,"{'Rating 5 ': 133.0, 'Rating 4 ': 44.0, 'Rating 3 ': 19.0, 'Rating 2 ': 4.0, 'Rating 1 ': 13.0}",1,"30 Howe Ave, Passaic, NJ 07055",40.8611935,-74.1281442,07055
Golden Krust Caribbean Restaurant,3.9,228,"{'Rating 5 ': 90.0, 'Rating 4 ': 82.0, 'Rating 3 ': 22.0, 'Rating 2 ': 9.0, 'Rating 1 ': 25.0}",1,"1936 Ralph Ave, Brooklyn, NY 11234",40.630325,-73.91913,11234
Abey African & Mediterranean Restaurant,4.3,46,"{'Rating 5 ': 35.0, 'Rating 4 ': 4.0, 'Rating 3 ': 1.0, 'Rating 2 ': 0.0, 'Rating 1 ': 6.0}",2,"58 Richmond Ter, Staten Island, NY 10301",40.6441663,-74.0770345,10301
Tony Da Caneca,4.6,490,"{'Rating 5 ': 368.0, 'Rating 4 ': 71.0, 'Rating 3 ': 25.0, 'Rating 2 ': 12.0, 'Rating 1 ': 14.0}",2,"72 Elm Rd, Newark, NJ 07105",40.7210077,-74.1560845,07105
The Simpson Restaurant and Bar,4.6,2869,"{'Rating 5 ': 2261.0, 'Rating 4 ': 321.0, 'Rating 3 ': 147.0, 'Rating 2 ': 47.0, 'Rating 1 ': 93.0}",2,"673 Atlantic Ave, Brooklyn, NY 11217",40.6832352,-73.9736167,11217
Mi Pueblito,4.4,602,"{'Rating 5 ': 434.0, 'Rating 4 ': 88.0, 'Rating 3 ': 28.0, 'Rating 2 ': 15.0, 'Rating 1 ': 37.0}",1,"412 Kearny Ave, Kearny, NJ 07032",40.7650079,-74.1477812,07032
Columbia BBQ Restaurant,4.1,340,"{'Rating 5 ': 205.0, 'Rating 4 ': 62.0, 'Rating 3 ': 22.0, 'Rating 2 ': 15.0, 'Rating 1 ': 36.0}",1,"65 Washington Ave, Belleville, NJ 07109",40.7834663,-74.1541138,07109
Duet Restaurant,4.2,45,"{'Rating 5 ': 27.0, 'Rating 4 ': 9.0, 'Rating 3 ': 3.0, 'Rating 2 ': 3.0, 'Rating 1 ': 3.0}",2,"37 Barrow St, New York, NY 10014",40.7321423,-74.0038787,10014
Pasta Louise Restaurant,4.5,393,"{'Rating 5 ': 293.0, 'Rating 4 ': 43.0, 'Rating 3 ': 26.0, 'Rating 2 ': 17.0, 'Rating 1 ': 14.0}",2,"1114 8th Ave, Brooklyn, NY 11215",40.6642062,-73.9807532,11215
Marani Restaurant,4.7,918,"{'Rating 5 ': 732.0, 'Rating 4 ': 123.0, 'Rating 3 ': 30.0, 'Rating 2 ': 16.0, 'Rating 1 ': 17.0}",2,"97-26 63rd Rd, Rego Park, NY 11374",40.7311972,-73.8597806,11374
El Imperial Restaurant,4.4,384,"{'Rating 5 ': 248.0, 'Rating 4 ': 73.0, 'Rating 3 ': 35.0, 'Rating 2 ': 9.0, 'Rating 1 ': 19.0}",2,"334 Bloomfield Ave A, Newark, NJ 07107",40.766432,-74.1808065,07107
Daily Provisions - Upper West Side,4.4,488,"{'Rating 5 ': 329.0, 'Rating 4 ': 90.0, 'Rating 3 ': 34.0, 'Rating 2 ': 18.0, 'Rating 1 ': 17.0}",2,"375 Amsterdam Ave, New York, NY 10024",40.782244,-73.9786351,10024
El Barquito Restaurant,4.1,101,"{'Rating 5 ': 67.0, 'Rating 4 ': 8.0, 'Rating 3 ': 6.0, 'Rating 2 ': 6.0, 'Rating 1 ': 14.0}",,"220 Garibaldi Ave, Lodi, NJ 07644",40.8806782,-74.075176,07644
Libertad Restaurant,4.1,509,"{'Rating 5 ': 285.0, 'Rating 4 ': 114.0, 'Rating 3 ': 45.0, 'Rating 2 ': 11.0, 'Rating 1 ': 54.0}",1,"96-19 Liberty Ave, Queens, NY 11417",40.6808519,-73.8424312,11417
Terrace Fish & Chips,4,196,"{'Rating 5 ': 86.0, 'Rating 4 ': 62.0, 'Rating 3 ': 28.0, 'Rating 2 ': 6.0, 'Rating 1 ': 14.0}",2,"77 Pearl St, New York, NY 10004",40.7040298,-74.01048,10004
Subway,3.8,321,"{'Rating 5 ': 131.0, 'Rating 4 ': 84.0, 'Rating 3 ': 50.0, 'Rating 2 ': 21.0, 'Rating 1 ': 35.0}",1,"11 Broadway Unit #155, New York, NY 10004",40.7051201,-74.0140463,10004
Five Stars Thai Restaurant,4.3,475,"{'Rating 5 ': 314.0, 'Rating 4 ': 83.0, 'Rating 3 ': 23.0, 'Rating 2 ': 18.0, 'Rating 1 ': 37.0}",2,"324 29th St, Union City, NJ 07087",40.7702198,-74.0288062,07087
Beso,4.5,1463,"{'Rating 5 ': 1010.0, 'Rating 4 ': 285.0, 'Rating 3 ': 81.0, 'Rating 2 ': 43.0, 'Rating 1 ': 44.0}",2,"70 Bay St, Staten Island, NY 10301",40.6402341,-74.0758332,10301
Aragvi,4.8,492,"{'Rating 5 ': 442.0, 'Rating 4 ': 26.0, 'Rating 3 ': 6.0, 'Rating 2 ': 3.0, 'Rating 1 ': 15.0}",2,"230 E 44th St, New York, NY 10017",40.7512954,-73.972218,10017
The Latin Flavor Restaurant & Lounge,4.3,383,"{'Rating 5 ': 249.0, 'Rating 4 ': 62.0, 'Rating 3 ': 27.0, 'Rating 2 ': 13.0, 'Rating 1 ': 32.0}",2,"870 Broadway, Newark, NJ 07104",40.7792961,-74.1563363,07104
Five Leaves,4.3,2207,"{'Rating 5 ': 1374.0, 'Rating 4 ': 490.0, 'Rating 3 ': 177.0, 'Rating 2 ': 64.0, 'Rating 1 ': 102.0}",2,"18 Bedford Ave, Brooklyn, NY 11222",40.7237372,-73.9516351,11222
IKEA Restaurant,4.1,563,"{'Rating 5 ': 278.0, 'Rating 4 ': 156.0, 'Rating 3 ': 66.0, 'Rating 2 ': 24.0, 'Rating 1 ': 39.0}",1,"1 Beard St, Brooklyn, NY 11231",40.6717398,-74.0114376,11231
La Barca Restaurant,4.1,580,"{'Rating 5 ': 332.0, 'Rating 4 ': 111.0, 'Rating 3 ': 65.0, 'Rating 2 ': 20.0, 'Rating 1 ': 52.0}",1,"3892 Broadway, New York, NY 10032",40.8374464,-73.9420766,10032
Garcia's Restaurant,4.3,1490,"{'Rating 5 ': 1000.0, 'Rating 4 ': 263.0, 'Rating 3 ': 81.0, 'Rating 2 ': 38.0, 'Rating 1 ': 108.0}",2,"800 John F. Kennedy Blvd West, Union City, NJ 07087",40.7592811,-74.0441842,07087
Golden Krust Caribbean Restaurant,3.7,603,"{'Rating 5 ': 280.0, 'Rating 4 ': 117.0, 'Rating 3 ': 71.0, 'Rating 2 ': 27.0, 'Rating 1 ': 108.0}",1,"1245 Teaneck Rd B, Teaneck, NJ 07666",40.8953308,-74.0007119,07666
Pancetta Italian Restaurant,3.9,78,"{'Rating 5 ': 35.0, 'Rating 4 ': 21.0, 'Rating 3 ': 11.0, 'Rating 2 ': 5.0, 'Rating 1 ': 6.0}",,"100 Frank W Burr Blvd, Teaneck, NJ 07666",40.8724745,-74.0052259,07666
Rossini's,4.5,567,"{'Rating 5 ': 396.0, 'Rating 4 ': 101.0, 'Rating 3 ': 38.0, 'Rating 2 ': 17.0, 'Rating 1 ': 15.0}",3,"108 E 38th St, New York, NY 10016",40.7492299,-73.9789166,10016
Golden Krust Caribbean Restaurant,3.6,253,"{'Rating 5 ': 118.0, 'Rating 4 ': 36.0, 'Rating 3 ': 29.0, 'Rating 2 ': 14.0, 'Rating 1 ': 56.0}",1,"47 W 14th St, New York, NY 10011",40.7371984,-73.9957871,10011
Tamara’s Jamaican Restaurant,3,46,"{'Rating 5 ': 17.0, 'Rating 4 ': 5.0, 'Rating 3 ': 4.0, 'Rating 2 ': 2.0, 'Rating 1 ': 18.0}",,"2612 Pitkin Ave, Brooklyn, NY 11208",40.6747807,-73.8753792,11208
Chelsea Ristorante Italiano,4.2,518,"{'Rating 5 ': 275.0, 'Rating 4 ': 135.0, 'Rating 3 ': 63.0, 'Rating 2 ': 19.0, 'Rating 1 ': 26.0}",2,"108 8th Ave, New York, NY 10011",40.7406515,-74.0015913,10011
El Nuevo Caribe Restaurant,5,1,"{'Rating 5 ': 1.0, 'Rating 4 ': 0.0, 'Rating 3 ': 0.0, 'Rating 2 ': 0.0, 'Rating 1 ': 0.0}",,"214 Central Ave, Brooklyn, NY 11221",40.6978979,-73.9251819,11221
Yummy,3.9,120,"{'Rating 5 ': 59.0, 'Rating 4 ': 32.0, 'Rating 3 ': 5.0, 'Rating 2 ': 8.0, 'Rating 1 ': 16.0}",,"1195 Flatbush Ave, Brooklyn, NY 11226",40.6410403,-73.9558954,11226
Leo's Café & El Guame Restaurant,4.5,236,"{'Rating 5 ': 174.0, 'Rating 4 ': 37.0, 'Rating 3 ': 13.0, 'Rating 2 ': 2.0, 'Rating 1 ': 10.0}",1,"598 Broadway, Newark, NJ 07104",40.7709063,-74.1626559,07104
Astro,4.1,1252,"{'Rating 5 ': 613.0, 'Rating 4 ': 343.0, 'Rating 3 ': 133.0, 'Rating 2 ': 81.0, 'Rating 1 ': 82.0}",2,"1361 6th Ave, New York, NY 10019",40.7632731,-73.9783196,10019
Darna Falafel,4.7,365,"{'Rating 5 ': 287.0, 'Rating 4 ': 51.0, 'Rating 3 ': 14.0, 'Rating 2 ': 7.0, 'Rating 1 ': 6.0}",1,"200 Court St, Brooklyn, NY 11201",40.6870485,-73.9937984,11201
Royal Restaurant & Grill,3.8,46,"{'Rating 5 ': 30.0, 'Rating 4 ': 2.0, 'Rating 3 ': 1.0, 'Rating 2 ': 1.0, 'Rating 1 ': 12.0}",1,"1075 Liberty Ave, Brooklyn, NY 11208",40.6784313,-73.8696215,11208
Wall Street Grill,4.6,1028,"{'Rating 5 ': 826.0, 'Rating 4 ': 98.0, 'Rating 3 ': 35.0, 'Rating 2 ': 28.0, 'Rating 1 ': 41.0}",3,"128 Pearl St, New York, NY 10005",40.7049382,-74.0085917,10005
Dania's Restaurant,4.3,380,"{'Rating 5 ': 255.0, 'Rating 4 ': 65.0, 'Rating 3 ': 24.0, 'Rating 2 ': 7.0, 'Rating 1 ': 29.0}",1,"423 Orange St, Newark, NJ 07107",40.7522222,-74.1875,07107
Honey Badger | Fine Dining Restaurant,4.5,168,"{'Rating 5 ': 139.0, 'Rating 4 ': 10.0, 'Rating 3 ': 3.0, 'Rating 2 ': 3.0, 'Rating 1 ': 13.0}",,"67 Fenimore St, Brooklyn, NY 11225",40.6582688,-73.9599751,11225
Cheng's Restaurant,3.7,115,"{'Rating 5 ': 59.0, 'Rating 4 ': 18.0, 'Rating 3 ': 9.0, 'Rating 2 ': 3.0, 'Rating 1 ': 26.0}",,"2040 Forest Ave, Staten Island, NY 10303",40.6256389,-74.1558974,10303
Luciano's San Vito Restaurant,4.5,537,"{'Rating 5 ': 391.0, 'Rating 4 ': 82.0, 'Rating 3 ': 17.0, 'Rating 2 ': 13.0, 'Rating 1 ': 34.0}",2,"406 Broadway, Bayonne, NJ 07002",40.6609116,-74.1206597,07002
"Breakfast, Lunch & Brunch Restaurant of Park Slope",5,5,"{'Rating 5 ': 5.0, 'Rating 4 ': 0.0, 'Rating 3 ': 0.0, 'Rating 2 ': 0.0, 'Rating 1 ': 0.0}",,"Store Front, 548 4th Ave, Brooklyn, NY 11215",40.6669558,-73.9918603,11215
Morelos Mexican Restaurant & Deli,4.2,83,"{'Rating 5 ': 52.0, 'Rating 4 ': 12.0, 'Rating 3 ': 8.0, 'Rating 2 ': 3.0, 'Rating 1 ': 8.0}",1,"6 Cebra Ave, Staten Island, NY 10301",40.6342591,-74.086544,10301
Victory Sweet Shop/Victory Garden Cafe,4.5,372,"{'Rating 5 ': 260.0, 'Rating 4 ': 63.0, 'Rating 3 ': 27.0, 'Rating 2 ': 6.0, 'Rating 1 ': 16.0}",2,"21-69 Steinway St, Queens, NY 11105",40.7730857,-73.9054343,11105
BLACKBARN Restaurant,4.4,1101,"{'Rating 5 ': 674.0, 'Rating 4 ': 272.0, 'Rating 3 ': 85.0, 'Rating 2 ': 30.0, 'Rating 1 ': 40.0}",3,"19 E 26th St, New York, NY 10010",40.743099,-73.9871592,10010
Tosokchon Restaurant NYC,4.1,119,"{'Rating 5 ': 81.0, 'Rating 4 ': 8.0, 'Rating 3 ': 9.0, 'Rating 2 ': 6.0, 'Rating 1 ': 15.0}",2,"14 E 33rd St 1FL A, New York, NY 10016",40.7472327,-73.9843061,10016
Caribbean Station Restaurant,4.4,255,"{'Rating 5 ': 174.0, 'Rating 4 ': 41.0, 'Rating 3 ': 22.0, 'Rating 2 ': 5.0, 'Rating 1 ': 13.0}",1,"274 Trenton Ave, Paterson, NJ 07503",40.8970327,-74.1467352,07503
La Kokona Restaurant,4.3,256,"{'Rating 5 ': 163.0, 'Rating 4 ': 52.0, 'Rating 3 ': 20.0, 'Rating 2 ': 5.0, 'Rating 1 ': 16.0}",,"180 Monroe St, Passaic, NJ 07055",40.8671263,-74.1215064,07055
Hunkar Restaurant,4.7,685,"{'Rating 5 ': 538.0, 'Rating 4 ': 96.0, 'Rating 3 ': 26.0, 'Rating 2 ': 10.0, 'Rating 1 ': 15.0}",2,"319 Hackensack St, Carlstadt, NJ 07072",40.8363079,-74.0920825,07072
Prime 623 Restaurant And Bar,4.4,229,"{'Rating 5 ': 158.0, 'Rating 4 ': 35.0, 'Rating 3 ': 18.0, 'Rating 2 ': 2.0, 'Rating 1 ': 16.0}",,"1566 Ralph Ave, Brooklyn, NY 11234",40.6388252,-73.91951,11234
El Jocoreño Deli Restaurant,4.4,225,"{'Rating 5 ': 159.0, 'Rating 4 ': 31.0, 'Rating 3 ': 16.0, 'Rating 2 ': 6.0, 'Rating 1 ': 13.0}",1,"6024 Hudson Ave, West New York, NJ 07093",40.7878567,-74.0118641,07093
Extra Super Restaurant,4.2,211,"{'Rating 5 ': 131.0, 'Rating 4 ': 32.0, 'Rating 3 ': 20.0, 'Rating 2 ': 8.0, 'Rating 1 ': 20.0}",2,"5525 Palisade Ave, West New York, NJ 07093",40.7854103,-74.0163707,07093
House of Joy,4.3,766,"{'Rating 5 ': 464.0, 'Rating 4 ': 153.0, 'Rating 3 ': 73.0, 'Rating 2 ': 30.0, 'Rating 1 ': 46.0}",2,"28 Pell St, New York, NY 10013",40.7150183,-73.9984912,10013
Dos Caminos,4,2298,"{'Rating 5 ': 1021.0, 'Rating 4 ': 673.0, 'Rating 3 ': 308.0, 'Rating 2 ': 125.0, 'Rating 1 ': 171.0}",2,"675 Hudson St, New York, NY 10014",40.7404331,-74.0054753,10014
Olive Garden Italian Restaurant,4.3,5887,"{'Rating 5 ': 3629.0, 'Rating 4 ': 1307.0, 'Rating 3 ': 459.0, 'Rating 2 ': 176.0, 'Rating 1 ': 316.0}",2,"500 NJ-3, Secaucus, NJ 07094",40.790792,-74.051985,07094
Elizabeth Restaurant,4.7,68,"{'Rating 5 ': 56.0, 'Rating 4 ': 9.0, 'Rating 3 ': 0.0, 'Rating 2 ': 0.0, 'Rating 1 ': 3.0}",,"440 Bergen Ave, Jersey City, NJ 07304",40.7164957,-74.0780774,07304
Segovia Restaurant,4.5,2173,"{'Rating 5 ': 1470.0, 'Rating 4 ': 438.0, 'Rating 3 ': 145.0, 'Rating 2 ': 42.0, 'Rating 1 ': 78.0}",2,"150 Moonachie Rd, Moonachie, NJ 07074",40.8400487,-74.0486246,07074
Dock Asian Eatery,4.5,575,"{'Rating 5 ': 401.0, 'Rating 4 ': 96.0, 'Rating 3 ': 36.0, 'Rating 2 ': 22.0, 'Rating 1 ': 20.0}",2,"22 Wyckoff Ave, Brooklyn, NY 11237",40.7062148,-73.9228243,11237
Brasas Grill Bar & Restaurant,4.3,396,"{'Rating 5 ': 273.0, 'Rating 4 ': 49.0, 'Rating 3 ': 24.0, 'Rating 2 ': 14.0, 'Rating 1 ': 36.0}",2,"449 Kearny Ave, Kearny, NJ 07032",40.7664138,-74.1476222,07032
Ruzana,4.3,786,"{'Rating 5 ': 555.0, 'Rating 4 ': 96.0, 'Rating 3 ': 36.0, 'Rating 2 ': 26.0, 'Rating 1 ': 73.0}",,"486 85th St, Brooklyn, NY 11209",40.6221721,-74.0260156,11209
Lhasa Fast Food,4.4,667,"{'Rating 5 ': 441.0, 'Rating 4 ': 127.0, 'Rating 3 ': 45.0, 'Rating 2 ': 11.0, 'Rating 1 ': 43.0}",1,"76-03 37th Ave, Queens, NY 11372",40.7494096,-73.8897384,11372
Union Square Events,4.2,42,"{'Rating 5 ': 29.0, 'Rating 4 ': 5.0, 'Rating 3 ': 2.0, 'Rating 2 ': 0.0, 'Rating 1 ': 6.0}",,"147 41st St Floor 4, Brooklyn, NY 11232",40.6548654,-74.0125316,11232
Roma Coffee Bar Restaurant & Pizzeria,4.7,987,"{'Rating 5 ': 856.0, 'Rating 4 ': 44.0, 'Rating 3 ': 18.0, 'Rating 2 ': 12.0, 'Rating 1 ': 57.0}",2,"312 Clifton Ave, Clifton, NJ 07011",40.8756134,-74.1385676,07011
Santino’s Gourmet Deli And Restaurant,4.8,53,"{'Rating 5 ': 46.0, 'Rating 4 ': 5.0, 'Rating 3 ': 2.0, 'Rating 2 ': 0.0, 'Rating 1 ': 0.0}",1,"409 Forest Ave, Staten Island, NY 10301",40.6310383,-74.1031427,10301
Lotus Thai Cuisine,4.2,423,"{'Rating 5 ': 265.0, 'Rating 4 ': 73.0, 'Rating 3 ': 31.0, 'Rating 2 ': 14.0, 'Rating 1 ': 40.0}",2,"7007 Park Ave, Guttenberg, NJ 07093",40.7929286,-74.0031348,07093
Deja Vu Restaurant & Bar,4.5,444,"{'Rating 5 ': 329.0, 'Rating 4 ': 60.0, 'Rating 3 ': 28.0, 'Rating 2 ': 9.0, 'Rating 1 ': 18.0}",2,"50 River Dr, Garfield, NJ 07026",40.864111,-74.103811,07026
La Piazza Pizzeria & Restaurant,4.2,300,"{'Rating 5 ': 173.0, 'Rating 4 ': 65.0, 'Rating 3 ': 24.0, 'Rating 2 ': 15.0, 'Rating 1 ': 23.0}",2,"1445 Richmond Ave, Staten Island, NY 10314",40.6118337,-74.1576795,10314
Golden Krust Caribbean Restaurant,3.6,337,"{'Rating 5 ': 137.0, 'Rating 4 ': 77.0, 'Rating 3 ': 43.0, 'Rating 2 ': 14.0, 'Rating 1 ': 66.0}",1,"2860 John F. Kennedy Blvd, Jersey City, NJ 07306",40.7314313,-74.0648664,07306
Old Tbilisi Garden,4.4,944,"{'Rating 5 ': 627.0, 'Rating 4 ': 165.0, 'Rating 3 ': 78.0, 'Rating 2 ': 27.0, 'Rating 1 ': 47.0}",2,"174 Bleecker St, New York, NY 10012",40.728796,-74.000792,10012
El Provocon Restaurant,4.3,170,"{'Rating 5 ': 116.0, 'Rating 4 ': 27.0, 'Rating 3 ': 7.0, 'Rating 2 ': 6.0, 'Rating 1 ': 14.0}",1,"443 21st Ave, Paterson, NJ 07513",40.9065475,-74.1546037,07513
Otra Casita Restaurant & Bakery,3.9,513,"{'Rating 5 ': 267.0, 'Rating 4 ': 98.0, 'Rating 3 ': 44.0, 'Rating 2 ': 23.0, 'Rating 1 ': 81.0}",2,"533 Ferry St, Newark, NJ 07105",40.7320142,-74.1387576,07105
Delicias Dominican Restaurant,4.3,70,"{'Rating 5 ': 51.0, 'Rating 4 ': 5.0, 'Rating 3 ': 4.0, 'Rating 2 ': 1.0, 'Rating 1 ': 9.0}",2,"2419 Grand Concourse, Bronx, NY 10468",40.8607652,-73.8984887,10468
Olive Garden Italian Restaurant,4.1,4424,"{'Rating 5 ': 2407.0, 'Rating 4 ': 1005.0, 'Rating 3 ': 449.0, 'Rating 2 ': 206.0, 'Rating 1 ': 357.0}",2,"92-10 59th Ave, Elmhurst, NY 11373",40.7340296,-73.8686135,11373
Gracie Mews Diner,4.3,860,"{'Rating 5 ': 512.0, 'Rating 4 ': 219.0, 'Rating 3 ': 66.0, 'Rating 2 ': 21.0, 'Rating 1 ': 42.0}",2,"1550 1st Ave., New York, NY 10028",40.7734447,-73.9516635,10028
El Tina Riverdale Restaurant,4.6,282,"{'Rating 5 ': 237.0, 'Rating 4 ': 20.0, 'Rating 3 ': 7.0, 'Rating 2 ': 6.0, 'Rating 1 ': 12.0}",,"308 W 231st St, Bronx, NY 10463",40.8808915,-73.9088142,10463
Pio Pio 58 - Pio Pio Café & Restaurant 5800 Hudson,4.3,332,"{'Rating 5 ': 230.0, 'Rating 4 ': 36.0, 'Rating 3 ': 25.0, 'Rating 2 ': 12.0, 'Rating 1 ': 29.0}",2,"5800 Hudson Ave, West New York, NJ 07093",40.7858288,-74.0132606,07093
Fiorentini Restaurant,4.5,273,"{'Rating 5 ': 225.0, 'Rating 4 ': 10.0, 'Rating 3 ': 13.0, 'Rating 2 ': 11.0, 'Rating 1 ': 14.0}",,"98 Park Ave, Rutherford, NJ 07070",40.827184,-74.1049405,07070
El Tina Harlem Restaurant,4.5,973,"{'Rating 5 ': 780.0, 'Rating 4 ': 79.0, 'Rating 3 ': 32.0, 'Rating 2 ': 19.0, 'Rating 1 ': 63.0}",1,"511 W 125th St, New York, NY 10027",40.8139344,-73.9565123,10027
Istanbul Grill House Turkish Restaurant,4.8,117,"{'Rating 5 ': 107.0, 'Rating 4 ': 2.0, 'Rating 3 ': 3.0, 'Rating 2 ': 1.0, 'Rating 1 ': 4.0}",2,"978 Main St, Paterson, NJ 07503",40.8944206,-74.1594443,07503
